"ObjectID","GlobalID","SampleDateTime","SampleLocationAccuracy","Gear","PointId","GearPointId","Sector","DissolvedOxygen_mgL","Conductivity_umhosCm","Salinity_ppt","TDS_mgL","pH","Turbidity_NTU","Temperature_F","Notes","CreationDate","Creator","EditDate","Editor","SecchiDepth_m","Precipitation","CloudCover","X","Y"
899,"41d4a529-a8de-488e-87ab-a224d4fb6213",2025-05-08 13:22:00,"2","OtterTrawl","H12","OtterTrawlH12","5",101.2,531,0.25,343,6.28,15.92,77.8,NA,2025-05-13 13:26:03.749,"GeneralUser.lmmp",2025-05-13 13:26:03.749,"GeneralUser.lmmp",60.7,"No","25",-90.5320939795157,30.2741186008175
900,"8174f3d1-572a-4e39-93b9-37a1e1bdf3bd",2025-05-12 08:16:00,"4","eDNA_Offshore","S5","eDNA_OffshoreS5","1",7.71,1103,0.57,746,6.78,8.99,73.3,NA,2025-05-13 13:26:04.28,"GeneralUser.lmmp",2025-05-13 13:26:04.28,"GeneralUser.lmmp",1.03,"No","75",-90.4245143997904,30.2753580337167
901,"72cb1813-cc76-473b-94a6-8a0770e99bdb",2025-05-12 08:35:00,"4","eDNA_Offshore","Q5","eDNA_OffshoreQ5","1",7.75,986,0.5,655,6.46,10.64,73.4,"Line of traps west of point 20m",2025-05-13 13:26:04.809,"GeneralUser.lmmp",2025-05-13 13:26:04.809,"GeneralUser.lmmp",1.07,"No","75",-90.4387639650025,30.2841015127866
902,"2dde4c4a-f476-4b9e-afc1-7016817273c8",2025-05-12 08:58:00,"4","eDNA_Offshore","Q11","eDNA_OffshoreQ11","2",8.05,1024,0.53,696,6.86,7.33,72.9,NA,2025-05-13 13:26:05.356,"GeneralUser.lmmp",2025-05-13 13:26:05.356,"GeneralUser.lmmp",1.4,"No","25",-90.464573977176,30.2414769359692
903,"b3c2c4c3-ba70-4fac-b2b2-d58404ce6f03",2025-05-12 09:14:00,"4","eDNA_Offshore","P14","eDNA_OffshoreP14","2",8.13,911,0.47,620,6.74,10.8,72.9,NA,2025-05-13 13:26:05.778,"GeneralUser.lmmp",2025-05-13 13:26:05.778,"GeneralUser.lmmp",1.14,"No","50",-90.4852748367432,30.2237251511477
904,"721cdea1-cb08-40d8-b71c-86fa42473446",2025-05-12 09:23:00,"4","eDNA_Offshore","Q15","eDNA_OffshoreQ15","3",8.19,793,0.41,541,6.86,12.8,72.6,NA,2025-05-13 13:26:06.278,"GeneralUser.lmmp",2025-05-13 13:26:06.278,"GeneralUser.lmmp",1.01,"No","25",-90.4821995892514,30.2125231675742
905,"f537bd20-dcb2-4ba0-b8d3-1d4e2c80803b",2025-05-12 09:35:00,"4","eDNA_Offshore","T14","eDNA_OffshoreT14","3",8.1,963,0.5,659,6.76,7.76,72.3,NA,2025-05-13 13:26:06.769,"GeneralUser.lmmp",2025-05-13 13:26:06.769,"GeneralUser.lmmp",1.24,"No","75",-90.4562356793061,30.2070024458777
906,"acc45505-6faa-48a9-b32e-327b93f6fce5",2025-05-12 09:58:00,"4","eDNA_Offshore","I18","eDNA_OffshoreI18","4",6.04,122.7,0.06,84,6.63,42.2,72.3,NA,2025-05-13 13:26:07.187,"GeneralUser.lmmp",2025-05-13 13:26:07.187,"GeneralUser.lmmp",0.35,"No","75",-90.552104073901,30.2260221163556
907,"fb9cf854-3164-4e7c-a01b-c125a8f6b02a",2025-05-12 10:14:00,"4","eDNA_Offshore","H18","eDNA_OffshoreH18","4",7.06,230,0.11,156,6.78,29.63,72.8,NA,2025-05-13 13:26:07.778,"GeneralUser.lmmp",2025-05-13 13:26:07.778,"GeneralUser.lmmp",0.37,"No","50",-90.5593158062413,30.2299666909897
908,"43c914a8-0b64-4f07-ae17-8b31400207c9",2025-05-12 10:24:00,"4","eDNA_Offshore","F16","eDNA_OffshoreF16","5",7.98,312,0.15,207,6.95,26.56,74.8,NA,2025-05-13 13:26:08.289,"GeneralUser.lmmp",2025-05-13 13:26:08.289,"GeneralUser.lmmp",0.44,"No","25",-90.5650531325426,30.2528769593439
909,"76864234-4db1-4e43-8c44-fba1d1c033df",2025-05-12 10:36:00,"4","eDNA_Offshore","J12","eDNA_OffshoreJ12","5",8.31,890,0.45,592,6.84,11.9,74.8,"Algal bloom",2025-05-13 13:26:08.746,"GeneralUser.lmmp",2025-05-13 13:26:08.746,"GeneralUser.lmmp",0.78,"No","25",-90.5189615977603,30.2640001214928
910,"9faa5106-48cd-45ca-9151-1970b4143ab2",2025-05-12 10:51:00,"4","eDNA_Offshore","G9","eDNA_OffshoreG9","6",7.42,295.1,0.14,196,6.94,14.56,75.7,NA,2025-05-13 13:26:09.19,"GeneralUser.lmmp",2025-05-13 13:26:09.19,"GeneralUser.lmmp",0.85,"No","25",-90.5273061278023,30.2983811635132
911,"910648b8-9e61-42d4-a32b-87c8c81c6db1",2025-05-12 11:02:00,"4","eDNA_Offshore","H8","eDNA_OffshoreH8","6",8.38,394.2,0.19,261,7.03,18.49,75.4,"Algal bloom",2025-05-13 13:26:09.624,"GeneralUser.lmmp",2025-05-13 13:26:09.624,"GeneralUser.lmmp",0.7,"No","25",-90.5158569167381,30.301124162266
912,"34134a18-9e7c-49fa-868d-607caf43dcfe",2025-05-13 08:56:00,"3","OtterTrawl","H11","OtterTrawlH11","5",7.97,608,0.3,409,6.81,15,73.7,NA,2025-05-13 13:26:10.087,"GeneralUser.lmmp",2025-05-13 13:26:10.087,"GeneralUser.lmmp",0.64,"No","0",-90.52953311505,30.279849177159
913,"29395cbe-69f3-46b4-acf3-4a8441b8eb1d",2025-05-13 10:08:00,"3","OtterTrawl","K7","OtterTrawlK7","6",74.2,618,0.31,413,6.92,12.29,74.5,NA,2025-05-13 13:26:10.701,"GeneralUser.lmmp",2025-05-13 13:26:10.701,"GeneralUser.lmmp",0.73,"No","0",-90.4912466431753,30.2946956959726
914,"c8560537-bbc6-40f4-b20d-877355b03e7f",2025-05-13 11:04:00,"4","OtterTrawl","K4","OtterTrawlK4","6",6.93,288,0.14,193,6.56,15.6,73.3,NA,2025-05-13 13:26:11.143,"GeneralUser.lmmp",2025-05-13 13:26:11.143,"GeneralUser.lmmp",0.82,"No","0",-90.4782112409653,30.315659296133
915,"3c1289eb-724f-4589-9422-c240ba35b4a5",2025-05-13 11:38:00,"3","CrabTrap","K3","CrabTrapK3","6",7.03,158,0.08,112,6.37,17.37,74.7,NA,2025-05-13 13:26:11.607,"GeneralUser.lmmp",2025-05-13 13:26:11.607,"GeneralUser.lmmp",0.72,"No","0",-90.4739799657277,30.3228242352625
916,"f02e3f4e-40b5-4ee5-bca0-e1b2457c8def",2025-05-21 08:24:00,"4","eDNA_Inshore","141IN","eDNA_Inshore141IN","1",6.38,652,0.3,404,6.77,16.63,83.1,NA,2025-05-22 05:55:57.828,"GeneralUser.lmmp",2025-05-22 05:55:57.828,"GeneralUser.lmmp",0.61,"No","100",-90.4183149575161,30.2664031684775
917,"1fe19de4-eecb-40cc-8389-d03a40682881",2025-05-21 08:44:00,"4","eDNA_Inshore","96IN","eDNA_Inshore96IN","1",6.75,1250,0.58,764,7.1,17.81,83.3,NA,2025-05-22 05:55:58.495,"GeneralUser.lmmp",2025-05-22 05:55:58.495,"GeneralUser.lmmp",0.52,"No",NA,-90.4213405343765,30.2944705011098
918,"95a33be7-0f6f-4684-9b2f-9bcde205e80f",2025-05-21 08:58:00,"4","eDNA_Inshore","48IN","eDNA_Inshore48IN","1",6.76,1722,0.8,1045,7.26,16.98,83.7,NA,2025-05-22 05:55:58.962,"GeneralUser.lmmp",2025-05-22 05:55:58.962,"GeneralUser.lmmp",0.49,"No","100",-90.4336375179198,30.3226383084287
919,"3f77c166-c7df-4a37-9ebe-8b635d9fa68a",2025-05-21 09:14:00,"4","eDNA_Inshore","553IN","eDNA_Inshore553IN","6",6.53,193.6,0.08,118,6.96,20.56,82.9,NA,2025-05-22 05:55:59.608,"GeneralUser.lmmp",2025-05-22 05:55:59.608,"GeneralUser.lmmp",0.67,"No","100",-90.5189359483645,30.3234871859004
920,"aa46ff8d-12be-4d40-9f44-dd9b096f5362",2025-05-21 09:30:00,"4","eDNA_Inshore","507IN","eDNA_Inshore507IN","6",6.01,177.9,0.08,109,6.84,26.47,82.7,NA,2025-05-22 05:56:00.011,"GeneralUser.lmmp",2025-05-22 05:56:00.011,"GeneralUser.lmmp",0.43,"Yes","100",-90.5573551902464,30.2997201859612
921,"f86ccfb0-0bb0-4c3f-991d-f0e6d7f61fb1",2025-05-21 09:45:00,"4","eDNA_Inshore","461IN","eDNA_Inshore461IN","5",7.06,294.4,0.13,181,6.92,21.95,82.4,NA,2025-05-22 05:56:00.624,"GeneralUser.lmmp",2025-05-22 05:56:00.624,"GeneralUser.lmmp",0.54,"No","100",-90.5809439077155,30.2614950981206
922,"44080537-ad47-4896-96e0-bd147590f19b",2025-05-21 10:25:00,"4","eDNA_Inshore","186IN","eDNA_Inshore186IN","2",6.93,543,0.24,332,6.8,11.57,82.9,NA,2025-05-22 05:56:01.097,"GeneralUser.lmmp",2025-05-22 05:56:01.097,"GeneralUser.lmmp",0.74,"No","100",-90.434229361574,30.2250151477602
923,"b387a657-a4e3-49c8-bfc5-b3313711dbd0",2025-05-21 10:25:00,"4","eDNA_Inshore","186IN","eDNA_Inshore186IN","2",6.93,543,0.24,332,6.8,11.57,82.9,NA,2025-05-22 05:56:19.253,"GeneralUser.lmmp",2025-05-22 05:56:19.253,"GeneralUser.lmmp",0.74,"No","100",-90.434229361574,30.2250151477602
924,"a8b866a6-a7f4-4896-96e8-7743662bbcbe",2025-05-21 10:40:00,"4","eDNA_Inshore","227IN","eDNA_Inshore227IN","3",7.14,608,0.28,374,6.95,12.53,82,NA,2025-05-22 05:56:19.724,"GeneralUser.lmmp",2026-01-14 11:49:33.264,"wray.gabel_lmmp_selu",0.67,"No","100",-90.4581016036681,30.1913554662511
925,"ae8cf43f-ca2b-416c-8f9b-0be8f461d029",2025-05-23 08:17:00,"4","eDNA_Inshore","420IN","eDNA_Inshore420IN","4",5.14,402.2,0.18,248,6.63,17.28,81.9,NA,2025-05-28 16:48:38.067,"GeneralUser.lmmp",2025-05-28 16:48:38.067,"GeneralUser.lmmp",0.48,"No","25",-90.5710202403895,30.2250958073785
926,"89aa87a6-f7b5-4676-b174-64fab76ef42e",2025-05-23 08:32:00,"4","eDNA_Inshore","375IN","eDNA_Inshore375IN","4",4.79,208.5,0.09,129,6.63,25.66,82.2,NA,2025-05-28 16:48:38.783,"GeneralUser.lmmp",2025-05-28 16:48:38.783,"GeneralUser.lmmp",0.45,"No","25",-90.593187205886,30.1975036095283
927,"1dceaeb6-4200-4e3a-b02d-b91c48b61109",2025-05-23 08:42:00,"4","eDNA_Inshore","326IN","eDNA_Inshore326IN","4",5.17,640,0.29,396,6.73,18.9,81.7,NA,2025-05-28 16:48:39.506,"GeneralUser.lmmp",2025-05-28 16:48:39.506,"GeneralUser.lmmp",0.46,"No","25",-90.5540301179021,30.1704267867469
928,"c3345bff-afda-497d-ab1f-b4c0f02a646c",2025-05-23 08:50:00,"4","eDNA_Inshore","279IN","eDNA_Inshore279IN","3",5.9,680,0.31,417,6.77,9.38,82.4,NA,2025-05-28 16:48:40.045,"GeneralUser.lmmp",2025-05-28 16:48:40.045,"GeneralUser.lmmp",0.72,"No","25",-90.5063688870743,30.1723378023939
929,"bb755302-f027-4103-8bf7-74bc0b2a610c",2025-05-21 08:31:00,"6","CrabTrap","K11","CrabTrapK11","5",5.4,166.7,0.07,103,7.12,24.47,82.2,NA,2025-05-29 20:15:31.349,"GeneralUser.lmmp",2025-05-29 20:15:31.349,"GeneralUser.lmmp",58.9,"No","100",-90.5080465674495,30.2669376249908
930,"6fe1155c-9ebf-488f-97cf-500cb7ba6ba5",2025-05-21 08:55:00,"4","CrabTrap","K14","CrabTrapK14","5",5.46,323.3,0.14,200,6.79,18.16,82,NA,2025-05-29 20:15:31.712,"GeneralUser.lmmp",2025-05-29 20:15:31.712,"GeneralUser.lmmp",60.4,"No","100",-90.5209749966681,30.2454284067136
931,"b67e9d43-3045-4368-bfeb-0ff8e0b95008",2025-05-21 09:10:00,"4","CrabTrap","K15","CrabTrapK15","5",5.43,404,0.18,248,6.97,16.01,82,NA,2025-05-29 20:15:32.086,"GeneralUser.lmmp",2025-05-29 20:15:32.086,"GeneralUser.lmmp",1.8,"No","100",-90.5246358922142,30.2382228671067
932,"16274aa7-25d9-4efd-b284-aa8b39401740",2025-05-21 09:25:00,"4","CrabTrap","L12","CrabTrapL12","5",5.44,199.9,0.09,124,6.95,22.7,81.9,NA,2025-05-29 20:15:32.543,"GeneralUser.lmmp",2025-05-29 20:15:32.543,"GeneralUser.lmmp",0.79,"No","100",-90.5059851144262,30.2554272849629
933,"9c44c9e0-906b-4a02-9ff1-d042d635d1c1",2025-05-21 09:29:00,"4","CrabTrap","L13","CrabTrapL13","5",5.44,212.6,0.09,131,7.27,22.1,81.9,NA,2025-05-29 20:15:32.88,"GeneralUser.lmmp",2025-05-29 20:15:32.88,"GeneralUser.lmmp",50.4,"No","100",-90.5092984136656,30.2479288536247
934,"9ecff4ba-7a37-4ec8-872a-f2627f2f734d",2025-05-21 09:53:00,"4","CrabTrap","I12","CrabTrapI12","5",NA,NA,NA,NA,NA,NA,NA,NA,2025-05-29 20:15:33.224,"GeneralUser.lmmp",2025-05-29 20:15:33.224,"GeneralUser.lmmp",0.59,"No","100",-90.5263864227392,30.267921777254
935,"5cd444f8-b01a-48da-9056-7d32d179d5a3",2025-05-21 10:37:00,"6","CrabTrap","I12","CrabTrapI12","5",5.36,191.6,0.08,118,7.66,19.74,82,NA,2025-05-29 20:15:33.615,"GeneralUser.lmmp",2025-05-29 20:15:33.615,"GeneralUser.lmmp",50.9,"No","100",-90.5284052244721,30.230965255223
936,"1fa9efd7-1364-4d80-93cb-af2b4de47a75",2025-05-21 10:53:00,"4","CrabTrap","G12","CrabTrapG12","5",5.28,208.7,0.09,129,7.69,16.7,81.8,NA,2025-05-29 20:15:34.006,"GeneralUser.lmmp",2025-07-17 12:23:13.658,"wray.gabel_lmmp_selu",70.3,"No","100",-90.5403390819999,30.2770859550001
937,"84f5d661-d17a-4929-b6d6-5c06dcd79870",2025-05-21 10:54:00,"4","CrabTrap","E13","CrabTrapE13","5",5.47,857,0.4,538,7.23,16.97,80.3,NA,2025-05-29 20:15:34.63,"GeneralUser.lmmp",2025-07-17 12:23:13.658,"wray.gabel_lmmp_selu",0.8,"No","100",-90.558886708,30.2785859900001
938,"f228670b-5faf-43a6-9ba6-51e23043ef9e",2025-05-21 10:55:00,"4","CrabTrap","G16","CrabTrapG16","5",5.69,580,0.26,359,7.36,9.4,81.9,NA,2025-05-29 20:15:34.957,"GeneralUser.lmmp",2025-07-17 12:23:13.658,"wray.gabel_lmmp_selu",98.3,"No","100",-90.557577239,30.24860978
939,"280ab33f-99dd-4077-8d21-400ac483ebad",2025-05-21 10:56:00,"6","CrabTrap","I14","CrabTrapI14","5",5.61,456,0.21,282,7.68,12.79,82,NA,2025-05-29 20:15:35.342,"GeneralUser.lmmp",2025-07-17 12:23:13.658,"wray.gabel_lmmp_selu",1.55,"No","100",-90.5350496889999,30.2539917390001
940,"8026147e-c6c4-44e9-8d49-f13aca019b6f",2025-05-22 08:36:00,"3","CrabTrap","L16","CrabTrapL16","4",5.35,358.9,0.16,227,6.63,20.2,80.3,NA,2025-05-29 20:15:35.726,"GeneralUser.lmmp",2025-05-29 20:15:35.726,"GeneralUser.lmmp",0.48,"No","25",-90.5239975727434,30.2263543861951
941,"8c224072-c79f-45fd-a5d0-2dd5f9363fd5",2025-05-22 08:51:00,"4","CrabTrap","F18","CrabTrapF18","4",5.77,461.2,0.21,290,7.7,12.54,80.1,NA,2025-05-29 20:15:36.001,"GeneralUser.lmmp",2025-05-29 20:15:36.001,"GeneralUser.lmmp",0.53,"No","25",-90.5737622739047,30.2382304539604
942,"2e18d64d-f480-4b09-b01a-b48c45248013",2025-05-22 09:03:00,"4","CrabTrap","H19","CrabTrapH19","4",5.2,410,0.19,258,6.97,12.08,80.4,NA,2025-05-29 20:15:36.32,"GeneralUser.lmmp",2025-05-29 20:15:36.32,"GeneralUser.lmmp",0.82,"No","25",-90.5630649457233,30.2228295728577
943,"c77f50a3-554d-4a57-a485-f406f3ce4335",2025-05-22 09:17:00,"4","CrabTrap","G22","CrabTrapG22","4",4.44,154.5,0.07,97,6.78,23.01,79.9,NA,2025-05-29 20:15:36.787,"GeneralUser.lmmp",2025-05-29 20:15:36.787,"GeneralUser.lmmp",0.54,"No","25",-90.584192143989,30.2052259365134
944,"c4ff818e-772d-412c-b6d5-c50446bd97a6",2025-05-22 09:29:00,"4","CrabTrap","L18","CrabTrapL18","4",5.61,557,0.26,349,6.58,11.65,78.9,NA,2025-05-29 20:15:37.141,"GeneralUser.lmmp",2025-05-29 20:15:37.141,"GeneralUser.lmmp",1.5,"No","25",-90.531017178522,30.2126047987173
945,"034d3d34-3baa-45b2-a72b-37012f8cd176",2025-05-22 09:37:00,"6","CrabTrap","L19","CrabTrapL19","4",5.78,669,0.31,420,6.7,9.03,80.5,NA,2025-05-29 20:15:37.458,"GeneralUser.lmmp",2025-05-29 20:15:37.458,"GeneralUser.lmmp",1.04,"No","25",-90.5347530756362,30.2053792359287
946,"8f079435-aba9-4552-ba88-3d3fcbf015dc",2025-05-22 09:50:00,"3","CrabTrap","L20","CrabTrapL20","4",5.73,675,0.31,424,6.77,8.47,80.3,NA,2025-05-29 20:15:37.822,"GeneralUser.lmmp",2025-05-29 20:15:37.822,"GeneralUser.lmmp",1.05,"No","50",-90.5395995842139,30.1985327762442
947,"7351e2e9-cf4c-4734-87dc-99a1cb3e4c3d",2025-05-22 09:58:00,"4","CrabTrap","K21","CrabTrapK21","4",5.82,632,0.29,396,6.8,9.1,80.4,NA,2025-05-29 20:15:38.29,"GeneralUser.lmmp",2025-05-29 20:15:38.29,"GeneralUser.lmmp",1.09,"No","75",-90.5508694590174,30.1956478818806
948,"a38f51be-61e1-46b6-8e0b-96a476f2d581",2025-05-22 10:33:00,"4","CrabTrap","Q20","CrabTrapQ20","3",6.07,664,0.31,415,7.06,9.42,80.7,NA,2025-05-29 20:15:38.668,"GeneralUser.lmmp",2025-05-29 20:15:38.668,"GeneralUser.lmmp",0.3,"No","75",-90.503347344722,30.1771414898357
949,"8d670f0e-b1f3-47de-a11c-19655bb762b9",2025-05-22 10:41:00,"4","CrabTrap","Q19","CrabTrapQ19","3",6.13,692,0.32,432,7.06,9.05,80.9,NA,2025-05-29 20:15:39.026,"GeneralUser.lmmp",2025-05-29 20:15:39.026,"GeneralUser.lmmp",0.96,"No","75",-90.4997846586194,30.1847058577845
950,"9ba980be-c925-462e-a9c3-44f1c49ebd70",2025-05-22 10:50:00,"4","CrabTrap","R18","CrabTrapR18","3",6.11,648,0.3,405,6.92,10.22,81,NA,2025-05-29 20:15:39.338,"GeneralUser.lmmp",2025-05-29 20:15:39.338,"GeneralUser.lmmp",0.98,"No","75",-90.4880024728388,30.1865126939696
951,"da5f7c8b-261b-4704-80fb-2618efcae052",2025-05-22 11:02:00,"4","CrabTrap","S18","CrabTrapS18","3",5.96,694,0.32,432,6.74,8.85,81.5,NA,2025-05-29 20:15:39.886,"GeneralUser.lmmp",2025-05-29 20:15:39.886,"GeneralUser.lmmp",1.13,"No","50",-90.4813496509816,30.1829342423316
952,"a2d0aaf4-7ad1-40ef-8beb-2c3241d2f90d",2025-05-22 11:14:00,"4","CrabTrap","S17","CrabTrapS17","3",6.03,695,0.32,432,6.84,8.31,81.8,NA,2025-05-29 20:15:40.308,"GeneralUser.lmmp",2025-05-29 20:15:40.308,"GeneralUser.lmmp",1.01,"No","50",-90.4768839695485,30.1892129414362
953,"87028e79-4ecf-4691-95d9-fa95082e3377",2025-05-22 11:24:00,"4","CrabTrap","R17","CrabTrapR17","3",5.9,412.8,0.19,257,6.81,15.35,82,NA,2025-05-29 20:15:40.623,"GeneralUser.lmmp",2025-05-29 20:15:40.623,"GeneralUser.lmmp",0.92,"No","25",-90.4834862167942,30.1941545584404
954,"a0d0c310-d574-401a-9b73-3a19da2f09d1",2025-05-22 11:34:00,"4","CrabTrap","S15","CrabTrapS15","3",5.7,374.8,0.17,234,6.85,14.36,81.1,NA,2025-05-29 20:15:41.212,"GeneralUser.lmmp",2025-05-29 20:15:41.212,"GeneralUser.lmmp",0.94,"No","25",-90.4679746558312,30.2036592192933
955,"5495cbe0-578f-44b6-a040-50185e46984e",2025-05-22 11:46:00,"6","CrabTrap","M19","CrabTrapM19","3",5.74,688,0.32,428,6.62,9.4,81.3,NA,2025-05-29 20:15:41.577,"GeneralUser.lmmp",2025-05-29 20:15:41.577,"GeneralUser.lmmp",0.93,"No","50",-90.5281831186265,30.2013836164976
956,"45e31b02-bbf3-4b4d-8304-13d20d17e19d",2025-05-22 11:52:00,"4","CrabTrap","M16","CrabTrapM16","3",5.69,487.8,0.22,302,6.6,5.25,79.9,NA,2025-05-29 20:15:41.958,"GeneralUser.lmmp",2025-05-29 20:15:41.958,"GeneralUser.lmmp",1,"No","50",-90.5153379115672,30.2228683677533
957,"08b2cb06-24a6-4e29-bf22-98f99c80b247",2025-05-22 11:58:00,"4","CrabTrap","N15","CrabTrapN15","3",5.5,301,0.13,186,6.63,20.1,81.4,NA,2025-05-29 20:15:42.296,"GeneralUser.lmmp",2025-05-29 20:15:42.296,"GeneralUser.lmmp",1,"No","25",-90.5037949793392,30.2256939247707
958,"c12c4c7a-30aa-4658-aaa5-23459d13b52f",2025-05-22 12:04:00,"4","CrabTrap","L23","CrabTrapL23","4",5.91,633,0.29,398,6.96,16.62,80.2,NA,2025-05-29 20:15:42.653,"GeneralUser.lmmp",2025-05-29 20:15:42.653,"GeneralUser.lmmp",0.84,"No","50",-90.5025295559207,30.2270254184034
959,"c0964dcc-56af-49fd-b114-7ba2ae29f2f9",2025-05-22 12:05:00,"4","CrabTrap","K24","CrabTrapK24","4",5.9,509,0.24,322,7.06,20.08,79.4,NA,2025-05-29 20:15:43.047,"GeneralUser.lmmp",2025-05-29 20:15:43.047,"GeneralUser.lmmp",0.71,"No","50",-90.4943235554314,30.2357144327379
960,"4d62f3ac-c574-4e5a-86eb-d70668f08a43",2025-05-29 11:55:00,"4","CrabTrap","I8","CrabTrapI8","6",6.27,304.7,0.13,179,6.93,14.74,87.2,NA,2025-05-29 20:15:43.449,"GeneralUser.lmmp",2025-05-29 20:15:43.449,"GeneralUser.lmmp",0.81,"No","25",-90.5085067203671,30.2969912371035
961,"3714d0cc-2338-44ac-a41a-b700e7bcbd13",2025-05-29 12:08:00,"4","CrabTrap","H10","CrabTrapH10","6",6.47,391.4,0.17,230,7.13,14.3,86.9,NA,2025-05-29 20:15:43.904,"GeneralUser.lmmp",2025-05-29 20:15:43.904,"GeneralUser.lmmp",0.79,"No","25",-90.5247410332555,30.2872069713503
962,"02275a68-369f-4dc1-b2e7-68c7dd0bf722",2025-05-29 12:15:00,"4","CrabTrap","F10","CrabTrapF10","6",6.38,405.3,0.17,239,7.04,14.15,86.4,NA,2025-05-29 20:15:44.296,"GeneralUser.lmmp",2025-05-29 20:15:44.296,"GeneralUser.lmmp",0.9,"No","25",-90.5387872764072,30.29539804016
963,"c434abc8-9cf2-4602-a681-e1ec2a3feccd",2025-05-29 12:21:00,"4","CrabTrap","G9","CrabTrapG9","6",5.95,334.3,0.14,198,6.72,14.2,84.9,NA,2025-05-29 20:15:44.655,"GeneralUser.lmmp",2025-05-29 20:15:44.655,"GeneralUser.lmmp",0.98,"No","25",-90.5270386204696,30.2984456215789
964,"69933df9-26e9-47c4-8c6a-503c38a68449",2025-05-29 12:26:00,"4","CrabTrap","G8","CrabTrapG8","6",77.9,254.3,0.11,150,6.63,15.2,84.6,NA,2025-05-29 20:15:45.009,"GeneralUser.lmmp",2025-05-29 20:15:45.009,"GeneralUser.lmmp",1.05,"No","50",-90.5231008069181,30.3056369304345
965,"eb5380d2-66d7-4d78-93bc-3f7bb3a9c073",2025-05-29 12:33:00,"4","CrabTrap","F8","CrabTrapF8","6",6.44,233,0.1,136,7.03,17.42,87.9,NA,2025-05-29 20:15:45.315,"GeneralUser.lmmp",2025-05-29 20:15:45.315,"GeneralUser.lmmp",1.04,"No","100",-90.5301205320022,30.3101016972664
966,"4cc406c7-01e5-4ce3-81f4-358935de6d4a",2025-05-29 12:40:00,"4","CrabTrap","I4","CrabTrapI4","6",6.45,355.9,0.15,204,6.96,19.96,89.4,NA,2025-05-29 20:15:45.803,"GeneralUser.lmmp",2025-05-29 20:15:45.803,"GeneralUser.lmmp",0.95,"No","75",-90.4920631493407,30.3251258965942
967,"9e6a47b0-5a98-4764-8cf3-0ba239130cc2",2025-05-29 12:46:00,"4","CrabTrap","K4","CrabTrapK4","6",5.44,418,0.18,252,6.54,16.72,85.3,NA,2025-05-29 20:15:46.164,"GeneralUser.lmmp",2025-05-29 20:15:46.164,"GeneralUser.lmmp",0.98,"No","75",-90.477476830319,30.3173505256334
968,"128aaade-5e75-4459-bb96-810c429bf720",2025-05-29 14:18:00,"4","CrabTrap","L4","CrabTrapL4","6",5.72,492.7,0.22,296,6.75,17.88,85,NA,2025-05-29 20:15:46.507,"GeneralUser.lmmp",2025-05-29 20:15:46.507,"GeneralUser.lmmp",0.95,"No","25",-90.4743729273657,30.305437556206
969,"acf2f73f-c57e-4e39-9916-c0bf274ef12c",2025-05-29 14:32:00,"4","CrabTrap","L7","CrabTrapL7","6",5.75,428.2,0.19,256,6.8,17.12,84.2,NA,2025-05-29 20:15:47.082,"GeneralUser.lmmp",2025-05-29 20:15:47.082,"GeneralUser.lmmp",0.55,"No","50",-90.4829491302806,30.2911135452417
970,"fa0edd5a-967a-4b92-8ba5-0d1ce6782aea",2025-05-29 14:42:00,"4","CrabTrap","N7","CrabTrapN7","1",5.99,438.1,0.19,624,6.81,18.02,84.7,NA,2025-05-29 20:15:47.42,"GeneralUser.lmmp",2025-05-29 20:15:47.42,"GeneralUser.lmmp",0.79,"No","75",-90.468260010028,30.2823067995276
971,"e33f7dd0-e47d-427f-9f5e-5b30f240292e",2025-05-29 14:50:00,"4","CrabTrap","M4","CrabTrapM4","1",5.76,692,0.31,417,6.76,13.29,84.4,NA,2025-05-29 20:15:47.853,"GeneralUser.lmmp",2025-05-29 20:15:47.853,"GeneralUser.lmmp",0.64,"No","50",-90.4626202228987,30.3083405945395
972,"9d121bb5-958f-49f5-83e3-16d80e49af90",2025-05-29 14:56:00,"4","CrabTrap","M3","CrabTrapM3","1",5.83,665,0.29,399,6.69,13.07,85.2,NA,2025-05-29 20:15:48.173,"GeneralUser.lmmp",2025-05-29 20:15:48.173,"GeneralUser.lmmp",0.56,"No","50",-90.4585866099711,30.3154067818402
973,"f1f1b911-84c2-48d2-8a92-9f363095164d",2025-05-29 15:07:00,"4","CrabTrap","N3","CrabTrapN3","1",5.88,663,0.29,398,6.8,13.78,84.9,NA,2025-05-29 20:15:48.683,"GeneralUser.lmmp",2025-05-29 20:15:48.683,"GeneralUser.lmmp",0.72,"No","50",-90.4515192141196,30.31161521041
974,"c17ea309-9c17-4459-aefe-fced55e10271",2025-05-29 15:13:00,"4","CrabTrap","N2","CrabTrapN2","1",6.13,634,0.28,379,6.85,14.82,85.3,NA,2025-05-29 20:15:49.02,"GeneralUser.lmmp",2025-05-29 20:15:49.02,"GeneralUser.lmmp",0.92,"No","75",-90.4472838180652,30.3182381792082
